"Country or Area","Year","Value"
"Canada","2011","99991.5694488405"
"Canada","2010","99750.0367116467"
"Canada","2009","102137.245007676"
"Canada","2008","106520.637233021"
"Canada","2007","110612.299335792"
"Canada","2006","112763.008280688"
"Canada","2005","113612.829142164"
"Canada","2004","114619.7723485"
"Canada","2003","114000.71978453"
"Canada","2002","114719.220534468"
"Canada","2001","117151.33639368"
"Canada","2000","117997.574822564"
"Canada","1999","117911.999876893"
"Canada","1998","118084.855177241"
"Canada","1997","116546.797412451"
"Canada","1996","114584.458602071"
"Canada","1995","110981.653623495"
"Canada","1994","106901.928700142"
"Canada","1993","103289.533105339"
"Canada","1992","100087.10249804"
"Canada","1991","95593.3725892561"
"Canada","1990","93532.0564093709"
"Croatia","2015","3430.64409549998"
"Croatia","2014","3226.53644364107"
"Croatia","2013","3267.57095988116"
"Croatia","2012","3311.17476997801"
"Croatia","2011","3384.44941140292"
"Croatia","2010","3415.08151419718"
"Croatia","2009","3386.3892089674"
"Croatia","2008","3310.6642757914"
"Croatia","2007","3277.2792952831"
"Croatia","2006","3266.72563168392"
"Croatia","2005","3173.78930643815"
"Croatia","2004","3211.3800867189"
"Croatia","2003","3070.99371606119"
"Croatia","2002","2960.1120749849"
"Croatia","2001","2957.9960897319"
"Croatia","2000","2887.85390365224"
"Croatia","1999","2946.41745692399"
"Croatia","1998","2947.27127022814"
"Croatia","1997","2978.71569023896"
"Croatia","1996","3027.5732239916"
"Croatia","1995","3033.66465260825"
"Croatia","1994","3072.18092301983"
"Croatia","1993","3280.08588825013"
"Croatia","1992","3230.73881633845"
"Croatia","1991","3620.86816990082"
"Croatia","1990","3744.18942749476"
"Cyprus","2015","876.864293825"
"Cyprus","2014","868.01072165"
"Cyprus","2013","873.326028125"
"Cyprus","2012","895.9263576025"
"Cyprus","2011","906.542456675"
"Cyprus","2010","914.44007105"
"Cyprus","2009","895.152724725"
"Cyprus","2008","897.28188195"
"Cyprus","2007","899.69126405"
"Cyprus","2006","887.4399515"
"Cyprus","2005","883.31997675"
"Cyprus","2004","904.4321712975"
"Cyprus","2003","909.5058670025"
"Cyprus","2002","914.8264937525"
"Cyprus","2001","882.0748426025"
"Cyprus","2000","842.538418015"
"Cyprus","1999","826.56581945"
"Cyprus","1998","825.9604043625"
"Cyprus","1997","822.651706795"
"Cyprus","1996","815.4083783575"
"Cyprus","1995","794.92350701"
"Cyprus","1994","771.0455828925"
"Cyprus","1993","759.5430691625"
"Cyprus","1992","731.61027363"
"Cyprus","1991","702.44598565"
"Cyprus","1990","691.706622225"
"Czech Republic","2015","13694.4782870872"
"Czech Republic","2014","13628.2106185567"
"Czech Republic","2013","13665.6514393468"
"Czech Republic","2012","14227.092366704"
"Czech Republic","2011","14229.5507587129"
"Czech Republic","2010","14242.6366753937"
"Czech Republic","2009","14041.6581104775"
"Czech Republic","2008","14395.0313386302"
"Czech Republic","2007","14259.7373482769"
"Czech Republic","2006","14728.309634463"
"Czech Republic","2005","14481.4625712167"
"Czech Republic","2004","14101.3587111648"
"Czech Republic","2003","14523.40675865"
"Czech Republic","2002","14536.6786830654"
"Czech Republic","2001","14960.3357488878"
"Czech Republic","2000","15221.0246230361"
"Czech Republic","1999","16067.052408961"
"Czech Republic","1998","16773.6238716442"
"Czech Republic","1997","17425.8698327961"
"Czech Republic","1996","17842.4786619684"
"Czech Republic","1995","18032.4428634856"
"Czech Republic","1994","18432.4819127894"
"Czech Republic","1993","19571.9613011077"
"Czech Republic","1992","20493.5311308858"
"Czech Republic","1991","21886.2917928442"
"Czech Republic","1990","23450.8674761912"
"Denmark","2015","6883.98770033204"
"Denmark","2014","6982.54652296298"
"Denmark","2013","6986.82280771698"
"Denmark","2012","7093.79571914942"
"Denmark","2011","7221.54911457835"
"Denmark","2010","7383.82783638727"
"Denmark","2009","7321.18108067565"
"Denmark","2008","7465.84950124688"
"Denmark","2007","7597.17324160623"
"Denmark","2006","7612.60201577818"
"Denmark","2005","7708.69413546762"
"Denmark","2004","7942.41173028846"
"Denmark","2003","8117.12581110347"
"Denmark","2002","8111.01554097437"
"Denmark","2001","8183.71677607219"
"Denmark","2000","7945.65028952059"
"Denmark","1999","8054.70965648509"
"Denmark","1998","8149.97708344363"
"Denmark","1997","8094.93834433958"
"Denmark","1996","8204.30271474107"
"Denmark","1995","8090.49280543714"
"Denmark","1994","8015.60384301768"
"Denmark","1993","8123.68751283969"
"Denmark","1992","7929.563516338"
"Denmark","1991","7851.60881831815"
"Denmark","1990","7662.91334216408"
"Estonia","2015","1059.08649040117"
"Estonia","2014","1106.4302403719"
"Estonia","2013","1138.10284759188"
"Estonia","2012","1146.16824238996"
"Estonia","2011","1127.04444148957"
"Estonia","2010","1196.22551757649"
"Estonia","2009","1165.96383799114"
"Estonia","2008","1186.78888881948"
"Estonia","2007","1205.38427472889"
"Estonia","2006","1192.55679503339"
"Estonia","2005","1208.31802315783"
"Estonia","2004","1244.9916515696"
"Estonia","2003","1232.43885615794"
"Estonia","2002","1230.69408538658"
"Estonia","2001","1273.89621035611"
"Estonia","2000","1238.80118546793"
"Estonia","1999","1200.21491588079"
"Estonia","1998","1286.16620728953"
"Estonia","1997","1330.65546087778"
"Estonia","1996","1276.70664703968"
"Estonia","1995","1263.79966818702"
"Estonia","1994","1302.4537277905"
"Estonia","1993","1345.72205055518"
"Estonia","1992","1586.56770280888"
"Estonia","1991","1829.09484794679"
"Estonia","1990","1909.60735635665"
"European Union","2015","456014.304754534"
"European Union","2014","458434.263482564"
"European Union","2013","465072.731065478"
"European Union","2012","476972.257103621"
"European Union","2011","482562.124669438"
"European Union","2010","492177.628061544"
"European Union","2009","502364.181814111"
"European Union","2008","515221.090248713"
"European Union","2007","526208.863518359"
"European Union","2006","535232.605912187"
"European Union","2005","546479.706540244"
"European Union","2004","557970.818137282"
"European Union","2003","576093.097700254"
"European Union","2002","585180.197256891"
"European Union","2001","599324.82884759"
"European Union","2000","606472.001969234"
"European Union","1999","618773.504392166"
"European Union","1998","630830.416009009"
"European Union","1997","646030.099011668"
"European Union","1996","659305.239984895"
"European Union","1995","662717.981644407"
"European Union","1994","663586.191875015"
"European Union","1993","680353.135390713"
"European Union","1992","689472.465120438"
"European Union","1991","708544.571933302"
"European Union","1990","728408.46219234"
"Finland","2015","4874.90483304337"
"Finland","2014","4919.04673354851"
"Finland","2013","5017.147985541"
"Finland","2012","5151.50513370701"
"Finland","2011","5201.945896231"
"Finland","2010","5373.03519035482"
"Finland","2009","5303.2290579638"
"Finland","2008","5357.52152985729"
"Finland","2007","5502.97654366056"
"Finland","2006","5640.47319643267"
"Finland","2005","5575.5738396168"
"Finland","2004","5829.43957252297"
"Finland","2003","6020.84224877102"
"Finland","2002","6235.45821677448"
"Finland","2001","6471.77223559127"
"Finland","2000","6614.2902682093"
"Finland","1999","6868.90219384221"
"Finland","1998","7022.8546605693"
"Finland","1997","7274.85326837575"
"Finland","1996","7364.01903453385"
"Finland","1995","7447.73606525226"
"Finland","1994","7657.50720285601"
"Finland","1993","7695.90424604925"
"Finland","1992","7662.01827569425"
"Finland","1991","7711.43842925307"
"Finland","1990","7746.41645617533"
"France","2015","59352.0605362166"
"France","2014","60276.5443540675"
"France","2013","59567.5844449838"
"France","2012","60745.0262196763"
"France","2011","62279.2405635144"
"France","2010","63233.324645323"
"France","2009","63629.8294612589"
"France","2008","64768.7621664488"
"France","2007","64786.4332164428"
"France","2006","65244.0575124238"
"France","2005","65587.1074656842"
"France","2004","66512.7423894459"
"France","2003","68138.5267539039"
"France","2002","69049.9581220627"
"France","2001","70668.2406544478"
"France","2000","70788.1606291641"
"France","1999","70455.1862286121"
"France","1998","70440.781166634"
"France","1997","70171.3034535723"
"France","1996","71411.2848560858"
"France","1995","71938.9022050122"
"France","1994","71158.4209451481"
"France","1993","71076.2258979697"
"France","1992","70678.790343119"
"France","1991","70817.7094312679"
"France","1990","70059.4926660396"
"Germany","2015","55616.0819085"
"Germany","2014","56008.971561"
"Germany","2013","57171.4948765"
"Germany","2012","57778.036589"
"Germany","2011","57135.54715725"
"Germany","2010","58259.552616"
"Germany","2009","59101.27611725"
"Germany","2008","61333.39167425"
"Germany","2007","62274.66085225"
"Germany","2006","64573.063756"
"Germany","2005","68477.83246725"
"Germany","2004","71733.43263575"
"Germany","2003","76774.9849355"
"Germany","2002","80135.956586"
"Germany","2001","84091.44621075"
"Germany","2000","87736.38124075"
"Germany","1999","92058.451252"
"Germany","1998","92695.96936575"
"Germany","1997","97972.85195175"
"Germany","1996","102326.6133775"
"Germany","1995","104959.81470425"
"Germany","1994","107296.030746"
"Germany","1993","111247.8667335"
"Germany","1992","110722.8230425"
"Germany","1991","114392.457308"
"Germany","1990","120293.32608975"
"Greece","2015","10218.4312801083"
"Greece","2014","10312.8410322013"
"Greece","2013","10387.0595495506"
"Greece","2012","10595.1348048664"
"Greece","2011","10793.894982145"
"Greece","2010","10972.5281792807"
"Greece","2009","10746.9103582246"
"Greece","2008","11092.070523916"
"Greece","2007","11144.5913417422"
"Greece","2006","11295.5249038032"
"Greece","2005","11235.08149641"
"Greece","2004","11154.4130872248"
"Greece","2003","11118.1661426061"
"Greece","2002","11023.6396821669"
"Greece","2001","10937.6409945842"
"Greece","2000","11628.8643179734"
"Greece","1999","11634.364330039"
"Greece","1998","11640.5340963004"
"Greece","1997","11419.6447026924"
"Greece","1996","11471.7587065558"
"Greece","1995","11303.2003624781"
"Greece","1994","11148.7193671459"
"Greece","1993","11038.7115853987"
"Greece","1992","11013.978449255"
"Greece","1991","10919.2058963129"
"Greece","1990","10906.6054130441"
"Hungary","2015","7625.88035906385"
"Hungary","2014","7702.95142864888"
"Hungary","2013","7809.53737616899"
"Hungary","2012","8011.20463678813"
"Hungary","2011","7965.41287102998"
"Hungary","2010","8067.38976764416"
"Hungary","2009","8080.15689564625"
"Hungary","2008","8145.75872573843"
"Hungary","2007","8237.19229295519"
"Hungary","2006","8274.67818730527"
"Hungary","2005","8404.18930599472"
"Hungary","2004","8573.65980890343"
"Hungary","2003","9074.78055022353"
"Hungary","2002","8843.04498550763"
"Hungary","2001","8900.48446708155"
"Hungary","2000","8923.15551440263"
"Hungary","1999","8785.68998475761"
"Hungary","1998","8720.49195572905"
"Hungary","1997","8812.00611562011"
"Hungary","1996","8947.5531807636"
"Hungary","1995","8812.04590544576"
"Hungary","1994","9167.4817262838"
"Hungary","1993","9649.51152599177"
"Hungary","1992","10173.633675348"
"Hungary","1991","11450.0979470163"
"Hungary","1990","11746.2174077862"
"Iceland","2015","556.057826849775"
"Iceland","2014","553.293479426375"
"Iceland","2013","552.149172525725"
"Iceland","2012","549.478829531075"
"Iceland","2011","572.312851851025"
"Iceland","2010","589.973275728725"
"Iceland","2009","590.012880367283"
"Iceland","2008","591.414651543066"
"Iceland","2007","596.064985812"
"Iceland","2006","594.517831719525"
"Iceland","2005","566.774575045775"
"Iceland","2004","570.665839392975"
"Iceland","2003","568.0229656613"
"Iceland","2002","571.1562946452"
"Iceland","2001","574.010268462525"
"Iceland","2000","563.602485148575"
"Iceland","1999","568.914854795175"
"Iceland","1998","564.914761522175"
"Iceland","1997","552.635663039625"
"Iceland","1996","552.926448213625"
"Iceland","1995","543.786509935025"
"Iceland","1994","546.83108372835"
"Iceland","1993","535.8122750275"
"Iceland","1992","526.106669321575"
"Iceland","1991","519.110982815225"
"Iceland","1990","523.410278556225"
"Ireland","2015","13263.4309806703"
"Ireland","2014","12881.4110543228"
"Ireland","2013","12564.3816386108"
"Ireland","2012","12235.7097009694"
"Ireland","2011","11936.3826652336"
"Ireland","2010","11980.5772789197"
"Ireland","2009","12232.1900881455"
"Ireland","2008","12604.1196204731"
"Ireland","2007","12801.9007778532"
"Ireland","2006","13461.8356114318"
"Ireland","2005","13511.1820549203"
"Ireland","2004","13838.3773352123"
"Ireland","2003","14806.9407038156"
"Ireland","2002","14204.6610297373"
"Ireland","2001","14306.6559122513"
"Ireland","2000","14292.2236748034"
"Ireland","1999","14895.6449293827"
"Ireland","1998","15408.314158417"
"Ireland","1997","15189.998764068"
"Ireland","1996","15225.6192267304"
"Ireland","1995","14996.766451055"
"Ireland","1994","14988.8148386847"
"Ireland","1993","15074.0825805012"
"Ireland","1992","15071.9605547781"
"Ireland","1991","14969.3516434985"
"Ireland","1990","14803.4143272837"
"Italy","2015","43211.9054623562"
"Italy","2014","44224.6424759727"
"Italy","2013","45356.1026141102"
"Italy","2012","47556.3596581797"
"Italy","2011","46963.8683029167"
"Italy","2010","48694.0076845589"
"Italy","2009","49051.0390408913"
"Italy","2008","49641.2695697899"
"Italy","2007","50029.1551453866"
"Italy","2006","49578.3077726501"
"Italy","2005","50978.8272165438"
"Italy","2004","50419.1408540525"
"Italy","2003","52148.3531184433"
"Italy","2002","52002.0959814909"
"Italy","2001","53482.7093444445"
"Italy","2000","53067.3515505246"
"Italy","1999","52886.5477194131"
"Italy","1998","52768.5800826517"
"Italy","1997","53292.6903220795"
"Italy","1996","53243.8634454046"
"Italy","1995","52199.2784951907"
"Italy","1994","51268.6344840503"
"Italy","1993","50789.3970358861"
"Italy","1992","51645.440485394"
"Italy","1991","55567.9659140191"
"Italy","1990","54241.7296354247"
"Japan","2015","31294.9417844888"
"Japan","2014","32068.1782960974"
"Japan","2013","32675.2820665413"
"Japan","2012","32982.0100037034"
"Japan","2011","33840.1628595688"
"Japan","2010","34854.9999169096"
"Japan","2009","33802.4606090031"
"Japan","2008","34719.4057316241"
"Japan","2007","35013.482091455"
"Japan","2006","34762.4936223587"
"Japan","2005","35279.2529852028"
"Japan","2004","35484.0276281938"
"Japan","2003","34463.2612134698"
"Japan","2002","35936.3776441606"
"Japan","2001","36606.1046849651"
"Japan","2000","37666.0215536805"
"Japan","1999","37688.1572676597"
"Japan","1998","37827.7354548993"
"Japan","1997","39684.9559843605"
"Japan","1996","40409.8293995521"
"Japan","1995","41637.8922801182"
"Japan","1994","43113.896280321"
"Japan","1993","39723.4736039795"
"Japan","1992","43812.1378811983"
"Japan","1991","42988.3508321016"
"Japan","1990","44223.0733232964"
"Latvia","2015","1883.87507437704"
"Latvia","2014","1956.93062942553"
"Latvia","2013","1886.41135999429"
"Latvia","2012","1849.78187382612"
"Latvia","2011","1766.79673681087"
"Latvia","2010","1836.19211212863"
"Latvia","2009","1851.99453048698"
"Latvia","2008","1870.99907667817"
"Latvia","2007","1913.66652729225"
"Latvia","2006","1857.37823772204"
"Latvia","2005","1880.66042871691"
"Latvia","2004","1822.43286954505"
"Latvia","2003","1847.00161146017"
"Latvia","2002","1924.59250437021"
"Latvia","2001","1938.36399229024"
"Latvia","2000","1848.1247258877"
"Latvia","1999","1807.05511626203"
"Latvia","1998","1937.80726418492"
"Latvia","1997","2023.13181593927"
"Latvia","1996","2051.48529071008"
"Latvia","1995","2088.24463749894"
"Latvia","1994","2104.58188297832"
"Latvia","1993","2275.35176146931"
"Latvia","1992","2996.66190086822"
"Latvia","1991","3484.67437939168"
"Latvia","1990","3539.138015596"
"Liechtenstein","2015","19.4961676304355"
"Liechtenstein","2014","19.8316176602655"
"Liechtenstein","2013","19.8147450970185"
"Liechtenstein","2012","20.6990058243032"
"Liechtenstein","2011","20.28905394937"
"Liechtenstein","2010","19.8459735569965"
"Liechtenstein","2009","20.3848788489993"
"Liechtenstein","2008","20.6612099274698"
"Liechtenstein","2007","20.3795369138955"
"Liechtenstein","2006","19.9446609939372"
"Liechtenstein","2005","19.232703521691"
"Liechtenstein","2004","18.6163483270705"
"Liechtenstein","2003","18.5427798947305"
"Liechtenstein","2002","18.347040440747"
"Liechtenstein","2001","18.036467945541"
"Liechtenstein","2000","17.3612309051658"
