,median,mean,variance,max,min,year
1975,,,,,,1976
1976,,,,,,1976
1977,,,,,,1976
1978,,,,,,1976
1979,,,,,,1976
1980,,,,,,1977
1981,,,,,,1977
1982,,,,,,1977
1983,,,,,,1977
1984,,,,,,1977
1985,,,,,,1977
1986,,,,,,1977
1987,,,,,,1977
1988,,,,,,1977
1989,,,,,,1977
1990,,,,,,1977
1991,,,,,,1977
1992,,,,,,1977
1993,,,,,,1977
1994,,,,,,1977
1995,,,,,,1977
1996,,,,,,1977
1997,,,,,,1977
1998,,,,,,1977
1999,,,,,,1977
2000,,,,,,1977
2001,,,,,,1977
2002,,,,,,1977
2003,,,,,,1977
2004,,,,,,1977
2005,,,,,,1977
2006,,,,,,1977
2007,,,,,,1977
2008,,,,,,1977
2009,,,,,,1977
2010,,,,,,1977
2011,,,,,,1977
2012,,,,,,1977
2013,,,,,,1977
2014,,,,,,1977
2015,,,,,,1977
2016,,,,,,1977
2017,,,,,,1977
2018,,,,,,1977
2019,,,,,,1977
2020,,,,,,1977
2021,,,,,,1977
2022,,,,,,1977
2023,,,,,,1977
2024,,,,,,1977
2025,,,,,,1977
2026,,,,,,1977
2027,,,,,,1977
2028,,,,,,1977
2029,,,,,,1977
2030,,,,,,1977
2031,,,,,,1977
2032,,,,,,1977
2033,,,,,,1977
2034,,,,,,1977
2035,,,,,,1977
2036,,,,,,1977
2037,,,,,,1977
2038,,,,,,1977
2039,,,,,,1977
2040,,,,,,1977
2041,,,,,,1977
2042,,,,,,1977
2043,,,,,,1977
2044,,,,,,1977
2045,,,,,,1977
2046,,,,,,1977
2047,,,,,,1977
2048,,,,,,1977
2049,,,,,,1977
2050,,,,,,1977
2051,,,,,,1977
2052,,,,,,1977
2053,,,,,,1977
2054,,,,,,1977
2055,,,,,,1977
2056,,,,,,1977
2057,,,,,,1977
2058,,,,,,1977
2059,,,,,,1977
2060,,,,,,1977
2061,,,,,,1977
2062,,,,,,1977
2063,,,,,,1977
2064,,,,,,1977
2065,,,,,,1977
2066,,,,,,1977
2067,,,,,,1977
2068,,,,,,1977
2069,,,,,,1977
2070,,,,,,1978
2071,,,,,,1978
2072,,,,,,1978
2073,,,,,,1978
2074,,,,,,1978
2075,,,,,,1978
2076,,,,,,1978
2077,,,,,,1978
2078,,,,,,1978
2079,,,,,,1978
2080,,,,,,1978
2081,,,,,,1978
2082,,,,,,1978
2083,,,,,,1978
2084,,,,,,1978
2085,,,,,,1978
2086,,,,,,1978
2087,,,,,,1978
2088,,,,,,1978
2089,,,,,,1978
2090,,,,,,1978
2091,,,,,,1978
2092,,,,,,1978
2093,,,,,,1978
2094,,,,,,1978
2095,,,,,,1978
2096,,,,,,1978
2097,,,,,,1978
2098,,,,,,1978
2099,,,,,,1978
2100,,,,,,1978
2101,,,,,,1978
2102,,,,,,1978
2103,,,,,,1978
2104,,,,,,1978
2105,,,,,,1978
2106,,,,,,1978
2107,,,,,,1978
2108,,,,,,1978
2109,,,,,,1978
2110,,,,,,1978
2111,,,,,,1978
2112,,,,,,1978
2113,,,,,,1978
2114,,,,,,1978
2115,,,,,,1978
2116,,,,,,1978
2117,,,,,,1978
2118,,,,,,1978
2119,,,,,,1978
2120,,,,,,1978
2121,,,,,,1978
2122,,,,,,1978
2123,,,,,,1978
2124,,,,,,1978
2125,,,,,,1978
2126,,,,,,1978
2127,,,,,,1978
2128,,,,,,1978
2129,,,,,,1978
2130,,,,,,1978
2131,,,,,,1978
2132,,,,,,1978
2133,,,,,,1978
2134,,,,,,1978
2135,,,,,,1978
2136,,,,,,1978
2137,,,,,,1978
2138,,,,,,1978
2139,,,,,,1978
2140,,,,,,1978
2141,,,,,,1978
2142,,,,,,1978
2143,,,,,,1978
2144,,,,,,1978
2145,,,,,,1978
2146,,,,,,1978
2147,,,,,,1978
2148,,,,,,1978
2149,,,,,,1978
2150,,,,,,1978
2151,,,,,,1978
2152,,,,,,1978
2153,,,,,,1978
2154,,,,,,1978
2155,,,,,,1978
2156,,,,,,1978
2157,,,,,,1978
2158,,,,,,1978
2159,,,,,,1978
2160,,,,,,1979
2161,,,,,,1979
2162,,,,,,1979
2163,,,,,,1979
2164,,,,,,1979
2165,,,,,,1979
2166,,,,,,1979
2167,,,,,,1979
2168,,,,,,1979
2169,,,,,,1979
2170,,,,,,1979
2171,,,,,,1979
2172,,,,,,1979
2173,,,,,,1979
2174,,,,,,1979
2175,,,,,,1979
2176,,,,,,1979
2177,,,,,,1979
2178,,,,,,1979
2179,,,,,,1979
2180,,,,,,1979
2181,,,,,,1979
2182,,,,,,1979
2183,,,,,,1979
2184,,,,,,1979
2185,,,,,,1979
2186,,,,,,1979
2187,,,,,,1979
2188,,,,,,1979
2189,,,,,,1979
2190,,,,,,1979
2191,,,,,,1979
2192,,,,,,1979
2193,,,,,,1979
2194,,,,,,1979
2195,,,,,,1979
2196,,,,,,1979
2197,,,,,,1979
2198,,,,,,1979
2199,,,,,,1979
2200,,,,,,1979
2201,,,,,,1979
2202,,,,,,1979
2203,,,,,,1979
2204,,,,,,1979
2205,,,,,,1979
2206,,,,,,1979
2207,,,,,,1979
2208,,,,,,1979
2209,,,,,,1979
2210,,,,,,1979
2211,,,,,,1979
2212,,,,,,1979
2213,,,,,,1979
2214,,,,,,1979
2215,,,,,,1979
2216,,,,,,1979
2217,,,,,,1979
2218,,,,,,1979
2219,,,,,,1979
2220,,,,,,1979
2221,,,,,,1979
2222,,,,,,1979
2223,,,,,,1979
2224,,,,,,1979
2225,,,,,,1979
2226,,,,,,1979
2227,,,,,,1979
2228,,,,,,1979
2229,,,,,,1979
2230,,,,,,1979
2231,,,,,,1979
2232,,,,,,1979
2233,,,,,,1979
2234,,,,,,1979
2235,,,,,,1979
2236,,,,,,1979
2237,,,,,,1979
2238,,,,,,1979
2239,,,,,,1979
2240,,,,,,1979
2241,,,,,,1979
2242,,,,,,1979
2243,,,,,,1979
2244,,,,,,1979
2245,,,,,,1979
2246,,,,,,1979
2247,,,,,,1979
2248,,,,,,1979
2249,,,,,,1979
2250,,,,,,1980
2251,,,,,,1980
2252,,,,,,1980
2253,,,,,,1980
2254,,,,,,1980
2255,,,,,,1980
2256,,,,,,1980
2257,,,,,,1980
2258,,,,,,1980
2259,,,,,,1980
2260,,,,,,1980
2261,,,,,,1980
2262,,,,,,1980
2263,,,,,,1980
2264,,,,,,1980
2265,,,,,,1980
2266,,,,,,1980
2267,,,,,,1980
2268,,,,,,1980
2269,,,,,,1980
2270,,,,,,1980
2271,,,,,,1980
2272,,,,,,1980
2273,,,,,,1980
2274,,,,,,1980
2275,,,,,,1980
2276,,,,,,1980
2277,,,,,,1980
2278,,,,,,1980
2279,,,,,,1980
2280,,,,,,1980
2281,,,,,,1980
2282,,,,,,1980
2283,,,,,,1980
2284,,,,,,1980
2285,,,,,,1980
2286,,,,,,1980
2287,,,,,,1980
2288,,,,,,1980
2289,,,,,,1980
2290,,,,,,1980
2291,,,,,,1980
2292,,,,,,1980
2293,,,,,,1980
2294,,,,,,1980
2295,,,,,,1980
2296,,,,,,1980
2297,,,,,,1980
2298,,,,,,1980
2299,,,,,,1980
2300,,,,,,1980
2301,,,,,,1980
2302,,,,,,1980
2303,,,,,,1980
2304,,,,,,1980
2305,,,,,,1980
2306,,,,,,1980
2307,,,,,,1980
2308,,,,,,1980
2309,,,,,,1980
2310,,,,,,1980
2311,,,,,,1980
2312,,,,,,1980
2313,,,,,,1980
2314,,,,,,1980
2315,,,,,,1980
2316,,,,,,1980
2317,,,,,,1980
2318,,,,,,1980
2319,,,,,,1980
2320,,,,,,1980
2321,,,,,,1980
2322,,,,,,1980
2323,,,,,,1980
2324,,,,,,1980
2325,,,,,,1980
2326,,,,,,1980
2327,,,,,,1980
2328,,,,,,1980
2329,,,,,,1980
2330,,,,,,1980
2331,,,,,,1980
2332,,,,,,1980
2333,,,,,,1980
2334,,,,,,1980
2335,,,,,,1980
2336,,,,,,1980
2337,,,,,,1980
2338,,,,,,1980
2339,,,,,,1980
2340,,,,,,1981
2341,,,,,,1981
2342,,,,,,1981
2343,,,,,,1981
2344,,,,,,1981
2345,,,,,,1981
2346,,,,,,1981
2347,,,,,,1981
2348,,,,,,1981
2349,,,,,,1981
2350,,,,,,1981
2351,,,,,,1981
2352,,,,,,1981
2353,,,,,,1981
2354,,,,,,1981
2355,,,,,,1981
2356,,,,,,1981
2357,,,,,,1981
2358,,,,,,1981
2359,,,,,,1981
2360,,,,,,1981
2361,,,,,,1981
2362,,,,,,1981
2363,,,,,,1981
2364,,,,,,1981
2365,,,,,,1981
2366,,,,,,1981
