,median,mean,variance,max,min,year
675,,,,,,1962
676,,,,,,1962
677,,,,,,1962
678,,,,,,1962
679,,,,,,1962
680,,,,,,1962
681,,,,,,1962
682,,,,,,1962
683,,,,,,1962
684,,,,,,1962
685,,,,,,1962
686,,,,,,1962
687,,,,,,1962
688,,,,,,1962
689,,,,,,1962
690,,,,,,1962
691,,,,,,1962
692,,,,,,1962
693,,,,,,1962
694,,,,,,1962
695,,,,,,1962
696,,,,,,1962
697,,,,,,1962
698,,,,,,1962
699,,,,,,1962
700,,,,,,1962
701,,,,,,1962
702,,,,,,1962
703,,,,,,1962
704,,,,,,1962
705,,,,,,1962
706,,,,,,1962
707,,,,,,1962
708,,,,,,1962
709,,,,,,1962
710,,,,,,1962
711,,,,,,1962
712,,,,,,1962
713,,,,,,1962
714,,,,,,1962
715,,,,,,1962
716,,,,,,1962
717,,,,,,1962
718,,,,,,1962
719,,,,,,1962
720,,,,,,1963
721,,,,,,1963
722,,,,,,1963
723,,,,,,1963
724,,,,,,1963
725,,,,,,1963
726,,,,,,1963
727,,,,,,1963
728,,,,,,1963
729,,,,,,1963
730,,,,,,1963
731,,,,,,1963
732,,,,,,1963
733,,,,,,1963
734,,,,,,1963
735,,,,,,1963
736,,,,,,1963
737,,,,,,1963
738,,,,,,1963
739,,,,,,1963
740,,,,,,1963
741,,,,,,1963
742,,,,,,1963
743,,,,,,1963
744,,,,,,1963
745,,,,,,1963
746,,,,,,1963
747,,,,,,1963
748,,,,,,1963
749,,,,,,1963
750,,,,,,1963
751,,,,,,1963
752,,,,,,1963
753,,,,,,1963
754,,,,,,1963
755,,,,,,1963
756,,,,,,1963
757,,,,,,1963
758,,,,,,1963
759,,,,,,1963
760,,,,,,1963
761,,,,,,1963
762,,,,,,1963
763,,,,,,1963
764,,,,,,1963
765,,,,,,1963
766,,,,,,1963
767,,,,,,1963
768,,,,,,1963
769,,,,,,1963
770,,,,,,1963
771,,,,,,1963
772,,,,,,1963
773,,,,,,1963
774,,,,,,1963
775,,,,,,1963
776,,,,,,1963
777,,,,,,1963
778,,,,,,1963
779,,,,,,1963
780,,,,,,1963
781,,,,,,1963
782,,,,,,1963
783,,,,,,1963
784,,,,,,1963
785,,,,,,1963
786,,,,,,1963
787,,,,,,1963
788,,,,,,1963
789,,,,,,1963
790,,,,,,1963
791,,,,,,1963
792,,,,,,1963
793,,,,,,1963
794,,,,,,1963
795,,,,,,1963
796,,,,,,1963
797,,,,,,1963
798,,,,,,1963
799,,,,,,1963
800,,,,,,1963
801,,,,,,1963
802,,,,,,1963
803,,,,,,1963
804,,,,,,1963
805,,,,,,1963
806,,,,,,1963
807,,,,,,1963
808,,,,,,1963
809,,,,,,1963
810,,,,,,1964
811,,,,,,1964
812,,,,,,1964
813,,,,,,1964
814,,,,,,1964
815,,,,,,1964
816,,,,,,1964
817,,,,,,1964
818,,,,,,1964
819,,,,,,1964
820,,,,,,1964
821,,,,,,1964
822,,,,,,1964
823,,,,,,1964
824,,,,,,1964
825,,,,,,1964
826,,,,,,1964
827,,,,,,1964
828,,,,,,1964
829,,,,,,1964
830,,,,,,1964
831,,,,,,1964
832,,,,,,1964
833,,,,,,1964
834,,,,,,1964
835,,,,,,1964
836,,,,,,1964
837,,,,,,1964
838,,,,,,1964
839,,,,,,1964
840,,,,,,1964
841,,,,,,1964
842,,,,,,1964
843,,,,,,1964
844,,,,,,1964
845,,,,,,1964
846,,,,,,1964
847,,,,,,1964
848,,,,,,1964
849,,,,,,1964
850,,,,,,1964
851,,,,,,1964
852,,,,,,1964
853,,,,,,1964
854,,,,,,1964
855,,,,,,1964
856,,,,,,1964
857,,,,,,1964
858,,,,,,1964
859,,,,,,1964
860,,,,,,1964
861,,,,,,1964
862,,,,,,1964
863,,,,,,1964
864,,,,,,1964
865,,,,,,1964
866,,,,,,1964
867,,,,,,1964
868,,,,,,1964
869,,,,,,1964
870,,,,,,1964
871,,,,,,1964
872,,,,,,1964
873,,,,,,1964
874,,,,,,1964
875,,,,,,1964
876,,,,,,1964
877,,,,,,1964
878,,,,,,1964
879,,,,,,1964
880,,,,,,1964
881,,,,,,1964
882,,,,,,1964
883,,,,,,1964
884,,,,,,1964
885,,,,,,1964
886,,,,,,1964
887,,,,,,1964
888,,,,,,1964
889,,,,,,1964
890,,,,,,1964
891,,,,,,1964
892,,,,,,1964
893,,,,,,1964
894,,,,,,1964
895,,,,,,1964
896,,,,,,1964
897,,,,,,1964
898,,,,,,1964
899,,,,,,1964
900,,,,,,1965
901,,,,,,1965
902,,,,,,1965
903,,,,,,1965
904,,,,,,1965
905,,,,,,1965
906,,,,,,1965
907,,,,,,1965
908,,,,,,1965
909,,,,,,1965
910,,,,,,1965
911,,,,,,1965
912,,,,,,1965
913,,,,,,1965
914,,,,,,1965
915,,,,,,1965
916,,,,,,1965
917,,,,,,1965
918,,,,,,1965
919,,,,,,1965
920,,,,,,1965
921,,,,,,1965
922,,,,,,1965
923,,,,,,1965
924,,,,,,1965
925,,,,,,1965
926,,,,,,1965
927,,,,,,1965
928,,,,,,1965
929,,,,,,1965
930,,,,,,1965
931,,,,,,1965
932,,,,,,1965
933,,,,,,1965
934,,,,,,1965
935,,,,,,1965
936,,,,,,1965
937,,,,,,1965
938,,,,,,1965
939,,,,,,1965
940,,,,,,1965
941,,,,,,1965
942,,,,,,1965
943,,,,,,1965
944,,,,,,1965
945,,,,,,1965
946,,,,,,1965
947,,,,,,1965
948,,,,,,1965
949,,,,,,1965
950,,,,,,1965
951,,,,,,1965
952,,,,,,1965
953,,,,,,1965
954,,,,,,1965
955,,,,,,1965
956,,,,,,1965
957,,,,,,1965
958,,,,,,1965
959,,,,,,1965
960,,,,,,1965
961,,,,,,1965
962,,,,,,1965
963,,,,,,1965
964,,,,,,1965
965,,,,,,1965
966,,,,,,1965
967,,,,,,1965
968,,,,,,1965
969,,,,,,1965
970,,,,,,1965
971,,,,,,1965
972,,,,,,1965
973,,,,,,1965
974,,,,,,1965
975,,,,,,1965
976,,,,,,1965
977,,,,,,1965
978,,,,,,1965
979,,,,,,1965
980,,,,,,1965
981,,,,,,1965
982,,,,,,1965
983,,,,,,1965
984,,,,,,1965
985,,,,,,1965
986,,,,,,1965
987,,,,,,1965
988,,,,,,1965
989,,,,,,1965
990,,,,,,1966
991,,,,,,1966
992,,,,,,1966
993,,,,,,1966
994,,,,,,1966
995,,,,,,1966
996,,,,,,1966
997,,,,,,1966
998,,,,,,1966
999,,,,,,1966
1000,,,,,,1966
1001,,,,,,1966
1002,,,,,,1966
1003,,,,,,1966
1004,,,,,,1966
1005,,,,,,1966
1006,,,,,,1966
1007,,,,,,1966
1008,,,,,,1966
1009,,,,,,1966
1010,,,,,,1966
1011,,,,,,1966
1012,,,,,,1966
1013,,,,,,1966
1014,,,,,,1966
1015,,,,,,1966
1016,,,,,,1966
1017,,,,,,1966
1018,,,,,,1966
1019,,,,,,1966
1020,,,,,,1966
1021,,,,,,1966
1022,,,,,,1966
1023,,,,,,1966
1024,,,,,,1966
1025,,,,,,1966
1026,,,,,,1966
1027,,,,,,1966
1028,,,,,,1966
1029,,,,,,1966
1030,,,,,,1966
1031,,,,,,1966
1032,,,,,,1966
1033,,,,,,1966
1034,,,,,,1966
1035,,,,,,1966
1036,,,,,,1966
1037,,,,,,1966
1038,,,,,,1966
1039,,,,,,1966
1040,,,,,,1966
1041,,,,,,1966
1042,,,,,,1966
1043,,,,,,1966
1044,,,,,,1966
1045,,,,,,1966
1046,,,,,,1966
1047,,,,,,1966
1048,,,,,,1966
1049,,,,,,1966
1050,,,,,,1966
1051,,,,,,1966
1052,,,,,,1966
1053,,,,,,1966
1054,,,,,,1966
1055,,,,,,1966
1056,,,,,,1966
1057,,,,,,1966
1058,,,,,,1966
1059,,,,,,1966
1060,,,,,,1966
1061,,,,,,1966
1062,,,,,,1966
1063,,,,,,1966
1064,,,,,,1966
1065,,,,,,1966
1066,,,,,,1966
1067,,,,,,1966
1068,,,,,,1966
1069,,,,,,1966
1070,,,,,,1966
1071,,,,,,1966
1072,,,,,,1966
1073,,,,,,1966
1074,,,,,,1966
1075,,,,,,1966
1076,,,,,,1966
1077,,,,,,1966
1078,,,,,,1966
1079,,,,,,1966
1080,,,,,,1967
1081,,,,,,1967
1082,,,,,,1967
1083,,,,,,1967
1084,,,,,,1967
1085,,,,,,1967
1086,,,,,,1967
1087,,,,,,1967
1088,,,,,,1967
1089,,,,,,1967
1090,,,,,,1967
1091,,,,,,1967
1092,,,,,,1967
1093,,,,,,1967
1094,,,,,,1967
1095,,,,,,1967
1096,,,,,,1967
1097,,,,,,1967
1098,,,,,,1967
1099,,,,,,1967
1100,,,,,,1967
1101,,,,,,1967
1102,,,,,,1967
1103,,,,,,1967
1104,,,,,,1967
1105,,,,,,1967
1106,,,,,,1967
1107,,,,,,1967
1108,,,,,,1967
1109,,,,,,1967
1110,,,,,,1967
1111,,,,,,1967
1112,,,,,,1967
1113,,,,,,1967
1114,,,,,,1967
1115,,,,,,1967
1116,,,,,,1967
1117,,,,,,1967
1118,,,,,,1967
1119,,,,,,1967
1120,,,,,,1967
1121,,,,,,1967
1122,,,,,,1967
1123,,,,,,1967
1124,,,,,,1967
1125,,,,,,1967
1126,,,,,,1967
1127,,,,,,1967
1128,,,,,,1967
1129,,,,,,1967
1130,,,,,,1967
1131,,,,,,1967
1132,,,,,,1967
1133,,,,,,1967
1134,,,,,,1967
1135,,,,,,1967
1136,,,,,,1967
1137,,,,,,1967
1138,,,,,,1967
1139,,,,,,1967
1140,,,,,,1967
1141,,,,,,1967
1142,,,,,,1967
1143,,,,,,1967
1144,,,,,,1967
1145,,,,,,1967
1146,,,,,,1967
1147,,,,,,1967
1148,,,,,,1967
1149,,,,,,1967
1150,,,,,,1967
1151,,,,,,1967
1152,,,,,,1967
1153,,,,,,1967
1154,,,,,,1967
1155,,,,,,1967
1156,,,,,,1967
1157,,,,,,1967
1158,,,,,,1967
1159,,,,,,1967
1160,,,,,,1967
1161,,,,,,1967
1162,,,,,,1967
1163,,,,,,1967
1164,,,,,,1967
1165,,,,,,1967
1166,,,,,,1967
1167,,,,,,1967
1168,,,,,,1967
1169,,,,,,1967
1170,,,,,,1968
1171,,,,,,1968
1172,,,,,,1968
1173,,,,,,1968
1174,,,,,,1968
1175,,,,,,1968
1176,,,,,,1968
1177,,,,,,1968
1178,,,,,,1968
1179,,,,,,1968
1180,,,,,,1968
1181,,,,,,1968
1182,,,,,,1968
1183,,,,,,1968
1184,,,,,,1968
1185,,,,,,1968
1186,,,,,,1968
1187,,,,,,1968
1188,,,,,,1968
1189,,,,,,1968
1190,,,,,,1968
1191,,,,,,1968
1192,,,,,,1968
1193,,,,,,1968
1194,,,,,,1968
1195,,,,,,1968
1196,,,,,,1968
1197,,,,,,1968
1198,,,,,,1968
1199,,,,,,1968
1200,,,,,,1968
1201,,,,,,1968
1202,,,,,,1968
1203,,,,,,1968
1204,,,,,,1968
1205,,,,,,1968
1206,,,,,,1968
1207,,,,,,1968
1208,,,,,,1968
1209,,,,,,1968
1210,,,,,,1968
1211,,,,,,1968
1212,,,,,,1968
1213,,,,,,1968
1214,,,,,,1968
1215,,,,,,1968
1216,,,,,,1968
1217,,,,,,1968
1218,,,,,,1968
1219,,,,,,1968
1220,,,,,,1968
1221,,,,,,1968
1222,,,,,,1968
1223,,,,,,1968
1224,,,,,,1968
1225,,,,,,1968
1226,,,,,,1968
1227,,,,,,1968
1228,,,,,,1968
1229,,,,,,1968
1230,,,,,,1968
1231,,,,,,1968
1232,,,,,,1968
1233,,,,,,1968
1234,,,,,,1968
1235,,,,,,1968
1236,,,,,,1968
1237,,,,,,1968
1238,,,,,,1968
1239,,,,,,1968
1240,,,,,,1968
1241,,,,,,1968
1242,,,,,,1968
1243,,,,,,1968
1244,,,,,,1968
1245,,,,,,1968
1246,,,,,,1968
1247,,,,,,1968
1248,,,,,,1968
1249,,,,,,1968
1250,,,,,,1968
1251,,,,,,1968
1252,,,,,,1968
1253,,,,,,1968
1254,,,,,,1968
1255,,,,,,1968
1256,,,,,,1968
1257,,,,,,1968
1258,,,,,,1968
1259,,,,,,1968
1260,,,,,,1969
1261,,,,,,1969
1262,,,,,,1969
1263,,,,,,1969
1264,,,,,,1969
1265,,,,,,1969
1266,,,,,,1969
1267,,,,,,1969
1268,,,,,,1969
1269,,,,,,1969
1270,,,,,,1969
1271,,,,,,1969
1272,,,,,,1969
1273,,,,,,1969
1274,,,,,,1969
1275,,,,,,1969
1276,,,,,,1969
1277,,,,,,1969
1278,,,,,,1969
1279,,,,,,1969
1280,,,,,,1969
1281,,,,,,1969
1282,,,,,,1969
1283,,,,,,1969
1284,,,,,,1969
1285,,,,,,1969
1286,,,,,,1969
1287,,,,,,1969
1288,,,,,,1969
1289,,,,,,1969
1290,,,,,,1969
1291,,,,,,1969
1292,,,,,,1969
1293,,,,,,1969
1294,,,,,,1969
1295,,,,,,1969
1296,,,,,,1969
1297,,,,,,1969
1298,,,,,,1969
1299,,,,,,1969
1300,,,,,,1969
1301,,,,,,1969
1302,,,,,,1969
1303,,,,,,1969
1304,,,,,,1969
1305,,,,,,1969
1306,,,,,,1969
1307,,,,,,1969
1308,,,,,,1969
1309,,,,,,1969
1310,,,,,,1969
1311,,,,,,1969
1312,,,,,,1969
1313,,,,,,1969
1314,,,,,,1969
1315,,,,,,1969
1316,,,,,,1969
1317,,,,,,1969
1318,,,,,,1969
1319,,,,,,1969
1320,,,,,,1969
1321,,,,,,1969
1322,,,,,,1969
1323,,,,,,1969
1324,,,,,,1969
1325,,,,,,1969
1326,,,,,,1969
1327,,,,,,1969
1328,,,,,,1969
1329,,,,,,1969
1330,,,,,,1969
1331,,,,,,1969
1332,,,,,,1969
1333,,,,,,1969
1334,,,,,,1969
1335,,,,,,1969
1336,,,,,,1969
1337,,,,,,1969
1338,,,,,,1969
1339,,,,,,1969
1340,,,,,,1969
1341,,,,,,1969
1342,,,,,,1969
1343,,,,,,1969
1344,,,,,,1969
1345,,,,,,1969
1346,,,,,,1969
1347,,,,,,1969
1348,,,,,,1969
1349,,,,,,1969
1350,,,,,,1970
1351,,,,,,1970
1352,,,,,,1970
1353,,,,,,1970
1354,,,,,,1970
1355,,,,,,1970
1356,,,,,,1970
1357,,,,,,1970
1358,,,,,,1970
1359,,,,,,1970
1360,,,,,,1970
1361,,,,,,1970
1362,,,,,,1970
1363,,,,,,1970
1364,,,,,,1970
1365,,,,,,1970
1366,,,,,,1970
1367,,,,,,1970
1368,,,,,,1970
1369,,,,,,1970
1370,,,,,,1970
1371,,,,,,1970
1372,,,,,,1970
1373,,,,,,1970
1374,,,,,,1970
1375,,,,,,1970
1376,,,,,,1970
1377,,,,,,1970
1378,,,,,,1970
1379,,,,,,1970
1380,,,,,,1970
1381,,,,,,1970
1382,,,,,,1970
1383,,,,,,1970
1384,,,,,,1970
1385,,,,,,1970
1386,,,,,,1970
1387,,,,,,1970
1388,,,,,,1970
1389,,,,,,1970
1390,,,,,,1970
1391,,,,,,1970
1392,,,,,,1970
1393,,,,,,1970
1394,,,,,,1970
1395,,,,,,1970
1396,,,,,,1970
1397,,,,,,1970
1398,,,,,,1970
1399,,,,,,1970
1400,,,,,,1970
1401,,,,,,1970
1402,,,,,,1970
1403,,,,,,1970
1404,,,,,,1970
1405,,,,,,1970
1406,,,,,,1970
1407,,,,,,1970
1408,,,,,,1970
1409,,,,,,1970
1410,,,,,,1970
1411,,,,,,1970
1412,,,,,,1970
1413,,,,,,1970
1414,,,,,,1970
1415,,,,,,1970
1416,,,,,,1970
1417,,,,,,1970
1418,,,,,,1970
1419,,,,,,1970
1420,,,,,,1970
1421,,,,,,1970
1422,,,,,,1970
1423,,,,,,1970
1424,,,,,,1970
1425,,,,,,1970
1426,,,,,,1970
1427,,,,,,1970
1428,,,,,,1970
1429,,,,,,1970
1430,,,,,,1970
1431,,,,,,1970
1432,,,,,,1970
1433,,,,,,1970
1434,,,,,,1970
1435,,,,,,1970
1436,,,,,,1970
1437,,,,,,1970
1438,,,,,,1970
1439,,,,,,1970
1440,,,,,,1971
1441,,,,,,1971
1442,,,,,,1971
1443,,,,,,1971
1444,,,,,,1971
1445,,,,,,1971
1446,,,,,,1971
1447,,,,,,1971
1448,,,,,,1971
1449,,,,,,1971
1450,,,,,,1971
1451,,,,,,1971
1452,,,,,,1971
1453,,,,,,1971
1454,,,,,,1971
1455,,,,,,1971
1456,,,,,,1971
1457,,,,,,1971
1458,,,,,,1971
1459,,,,,,1971
1460,,,,,,1971
1461,,,,,,1971
1462,,,,,,1971
1463,,,,,,1971
1464,,,,,,1971
1465,,,,,,1971
1466,,,,,,1971
1467,,,,,,1971
1468,,,,,,1971
1469,,,,,,1971
1470,,,,,,1971
1471,,,,,,1971
1472,,,,,,1971
1473,,,,,,1971
1474,,,,,,1971
1475,,,,,,1971
1476,,,,,,1971
1477,,,,,,1971
1478,,,,,,1971
1479,,,,,,1971
1480,,,,,,1971
1481,,,,,,1971
1482,,,,,,1971
1483,,,,,,1971
1484,,,,,,1971
1485,,,,,,1971
1486,,,,,,1971
1487,,,,,,1971
1488,,,,,,1971
1489,,,,,,1971
1490,,,,,,1971
1491,,,,,,1971
1492,,,,,,1971
1493,,,,,,1971
1494,,,,,,1971
1495,,,,,,1971
1496,,,,,,1971
1497,,,,,,1971
1498,,,,,,1971
1499,,,,,,1971
1500,,,,,,1971
1501,,,,,,1971
1502,,,,,,1971
1503,,,,,,1971
1504,,,,,,1971
1505,,,,,,1971
1506,,,,,,1971
1507,,,,,,1971
1508,,,,,,1971
1509,,,,,,1971
1510,,,,,,1971
1511,,,,,,1971
1512,,,,,,1971
1513,,,,,,1971
1514,,,,,,1971
1515,,,,,,1971
1516,,,,,,1971
1517,,,,,,1971
1518,,,,,,1971
1519,,,,,,1971
1520,,,,,,1971
1521,,,,,,1971
1522,,,,,,1971
1523,,,,,,1971
1524,,,,,,1971
1525,,,,,,1971
1526,,,,,,1971
1527,,,,,,1971
1528,,,,,,1971
1529,,,,,,1971
1530,,,,,,1972
1531,,,,,,1972
1532,,,,,,1972
1533,,,,,,1972
1534,,,,,,1972
1535,,,,,,1972
1536,,,,,,1972
1537,,,,,,1972
1538,,,,,,1972
1539,,,,,,1972
1540,,,,,,1972
1541,,,,,,1972
1542,,,,,,1972
1543,,,,,,1972
1544,,,,,,1972
1545,,,,,,1972
1546,,,,,,1972
1547,,,,,,1972
1548,,,,,,1972
1549,,,,,,1972
1550,,,,,,1972
1551,,,,,,1972
1552,,,,,,1972
1553,,,,,,1972
1554,,,,,,1972
1555,,,,,,1972
1556,,,,,,1972
1557,,,,,,1972
1558,,,,,,1972
1559,,,,,,1972
1560,,,,,,1972
1561,,,,,,1972
1562,,,,,,1972
1563,,,,,,1972
1564,,,,,,1972
1565,,,,,,1972
1566,,,,,,1972
1567,,,,,,1972
1568,,,,,,1972
1569,,,,,,1972
1570,,,,,,1972
1571,,,,,,1972
1572,,,,,,1972
1573,,,,,,1972
1574,,,,,,1972
1575,,,,,,1972
1576,,,,,,1972
1577,,,,,,1972
1578,,,,,,1972
1579,,,,,,1972
1580,,,,,,1972
1581,,,,,,1972
1582,,,,,,1972
1583,,,,,,1972
1584,,,,,,1972
1585,,,,,,1972
1586,,,,,,1972
1587,,,,,,1972
1588,,,,,,1972
1589,,,,,,1972
1590,,,,,,1972
1591,,,,,,1972
1592,,,,,,1972
1593,,,,,,1972
1594,,,,,,1972
1595,,,,,,1972
1596,,,,,,1972
1597,,,,,,1972
1598,,,,,,1972
1599,,,,,,1972
1600,,,,,,1972
1601,,,,,,1972
1602,,,,,,1972
1603,,,,,,1972
1604,,,,,,1972
1605,,,,,,1972
1606,,,,,,1972
1607,,,,,,1972
1608,,,,,,1972
1609,,,,,,1972
1610,,,,,,1972
1611,,,,,,1972
1612,,,,,,1972
1613,,,,,,1972
1614,,,,,,1972
1615,,,,,,1972
1616,,,,,,1972
1617,,,,,,1972
1618,,,,,,1972
1619,,,,,,1972
1620,,,,,,1973
1621,,,,,,1973
1622,,,,,,1973
1623,,,,,,1973
1624,,,,,,1973
1625,,,,,,1973
1626,,,,,,1973
1627,,,,,,1973
1628,,,,,,1973
1629,,,,,,1973
1630,,,,,,1973
1631,,,,,,1973
1632,,,,,,1973
1633,,,,,,1973
1634,,,,,,1973
1635,,,,,,1973
1636,,,,,,1973
1637,,,,,,1973
1638,,,,,,1973
1639,,,,,,1973
1640,,,,,,1973
1641,,,,,,1973
1642,,,,,,1973
1643,,,,,,1973
1644,,,,,,1973
1645,,,,,,1973
1646,,,,,,1973
1647,,,,,,1973
1648,,,,,,1973
1649,,,,,,1973
1650,,,,,,1973
1651,,,,,,1973
1652,,,,,,1973
1653,,,,,,1973
1654,,,,,,1973
1655,,,,,,1973
1656,,,,,,1973
1657,,,,,,1973
1658,,,,,,1973
1659,,,,,,1973
1660,,,,,,1973
1661,,,,,,1973
1662,,,,,,1973
1663,,,,,,1973
1664,,,,,,1973
1665,,,,,,1973
1666,,,,,,1973
1667,,,,,,1973
1668,,,,,,1973
1669,,,,,,1973
1670,,,,,,1973
1671,,,,,,1973
1672,,,,,,1973
1673,,,,,,1973
1674,,,,,,1973
1675,,,,,,1973
1676,,,,,,1973
1677,,,,,,1973
1678,,,,,,1973
1679,,,,,,1973
1680,,,,,,1973
1681,,,,,,1973
1682,,,,,,1973
1683,,,,,,1973
1684,,,,,,1973
1685,,,,,,1973
1686,,,,,,1973
1687,,,,,,1973
1688,,,,,,1973
1689,,,,,,1973
1690,,,,,,1973
1691,,,,,,1973
1692,,,,,,1973
1693,,,,,,1973
1694,,,,,,1973
1695,,,,,,1973
1696,,,,,,1973
1697,,,,,,1973
1698,,,,,,1973
1699,,,,,,1973
1700,,,,,,1973
1701,,,,,,1973
1702,,,,,,1973
1703,,,,,,1973
1704,,,,,,1973
1705,,,,,,1973
1706,,,,,,1973
1707,,,,,,1973
1708,,,,,,1973
1709,,,,,,1973
1710,,,,,,1974
1711,,,,,,1974
1712,,,,,,1974
1713,,,,,,1974
1714,,,,,,1974
1715,,,,,,1974
1716,,,,,,1974
1717,,,,,,1974
1718,,,,,,1974
1719,,,,,,1974
1720,,,,,,1974
1721,,,,,,1974
1722,,,,,,1974
1723,,,,,,1974
1724,,,,,,1974
1725,,,,,,1974
1726,,,,,,1974
1727,,,,,,1974
1728,,,,,,1974
1729,,,,,,1974
1730,,,,,,1974
1731,,,,,,1974
1732,,,,,,1974
1733,,,,,,1974
1734,,,,,,1974
1735,,,,,,1974
1736,,,,,,1974
1737,,,,,,1974
1738,,,,,,1974
1739,,,,,,1974
1740,,,,,,1974
1741,,,,,,1974
1742,,,,,,1974
1743,,,,,,1974
1744,,,,,,1974
1745,,,,,,1974
1746,,,,,,1974
1747,,,,,,1974
1748,,,,,,1974
1749,,,,,,1974
1750,,,,,,1974
1751,,,,,,1974
1752,,,,,,1974
1753,,,,,,1974
1754,,,,,,1974
1755,,,,,,1974
1756,,,,,,1974
1757,,,,,,1974
1758,,,,,,1974
1759,,,,,,1974
1760,,,,,,1974
1761,,,,,,1974
1762,,,,,,1974
1763,,,,,,1974
1764,,,,,,1974
1765,,,,,,1974
1766,,,,,,1974
1767,,,,,,1974
1768,,,,,,1974
1769,,,,,,1974
1770,,,,,,1974
1771,,,,,,1974
1772,,,,,,1974
1773,,,,,,1974
1774,,,,,,1974
1775,,,,,,1974
1776,,,,,,1974
1777,,,,,,1974
1778,,,,,,1974
1779,,,,,,1974
1780,,,,,,1974
1781,,,,,,1974
1782,,,,,,1974
1783,,,,,,1974
1784,,,,,,1974
1785,,,,,,1974
1786,,,,,,1974
1787,,,,,,1974
1788,,,,,,1974
1789,,,,,,1974
1790,,,,,,1974
1791,,,,,,1974
1792,,,,,,1974
1793,,,,,,1974
1794,,,,,,1974
1795,,,,,,1974
1796,,,,,,1974
1797,,,,,,1974
1798,,,,,,1974
1799,,,,,,1974
1800,,,,,,1975
1801,,,,,,1975
1802,,,,,,1975
1803,,,,,,1975
1804,,,,,,1975
1805,,,,,,1975
1806,,,,,,1975
1807,,,,,,1975
1808,,,,,,1975
1809,,,,,,1975
1810,,,,,,1975
1811,,,,,,1975
1812,,,,,,1975
1813,,,,,,1975
1814,,,,,,1975
1815,,,,,,1975
1816,,,,,,1975
1817,,,,,,1975
1818,,,,,,1975
1819,,,,,,1975
1820,,,,,,1975
1821,,,,,,1975
1822,,,,,,1975
1823,,,,,,1975
1824,,,,,,1975
1825,,,,,,1975
1826,,,,,,1975
1827,,,,,,1975
1828,,,,,,1975
1829,,,,,,1975
1830,,,,,,1975
1831,,,,,,1975
1832,,,,,,1975
1833,,,,,,1975
1834,,,,,,1975
1835,,,,,,1975
1836,,,,,,1975
1837,,,,,,1975
1838,,,,,,1975
1839,,,,,,1975
1840,,,,,,1975
1841,,,,,,1975
1842,,,,,,1975
1843,,,,,,1975
1844,,,,,,1975
1845,,,,,,1975
1846,,,,,,1975
1847,,,,,,1975
1848,,,,,,1975
1849,,,,,,1975
1850,,,,,,1975
1851,,,,,,1975
1852,,,,,,1975
1853,,,,,,1975
1854,,,,,,1975
1855,,,,,,1975
1856,,,,,,1975
1857,,,,,,1975
1858,,,,,,1975
1859,,,,,,1975
1860,,,,,,1975
1861,,,,,,1975
1862,,,,,,1975
1863,,,,,,1975
1864,,,,,,1975
1865,,,,,,1975
1866,,,,,,1975
1867,,,,,,1975
1868,,,,,,1975
1869,,,,,,1975
1870,,,,,,1975
1871,,,,,,1975
1872,,,,,,1975
1873,,,,,,1975
1874,,,,,,1975
1875,,,,,,1975
1876,,,,,,1975
1877,,,,,,1975
1878,,,,,,1975
1879,,,,,,1975
1880,,,,,,1975
1881,,,,,,1975
1882,,,,,,1975
1883,,,,,,1975
1884,,,,,,1975
1885,,,,,,1975
1886,,,,,,1975
1887,,,,,,1975
1888,,,,,,1975
1889,,,,,,1975
1890,,,,,,1976
1891,,,,,,1976
1892,,,,,,1976
1893,,,,,,1976
1894,,,,,,1976
1895,,,,,,1976
1896,,,,,,1976
1897,,,,,,1976
1898,,,,,,1976
1899,,,,,,1976
1900,,,,,,1976
1901,,,,,,1976
1902,,,,,,1976
1903,,,,,,1976
1904,,,,,,1976
1905,,,,,,1976
1906,,,,,,1976
1907,,,,,,1976
1908,,,,,,1976
1909,,,,,,1976
1910,,,,,,1976
1911,,,,,,1976
1912,,,,,,1976
1913,,,,,,1976
1914,,,,,,1976
1915,,,,,,1976
1916,,,,,,1976
1917,,,,,,1976
1918,,,,,,1976
1919,,,,,,1976
1920,,,,,,1976
1921,,,,,,1976
1922,,,,,,1976
1923,,,,,,1976
1924,,,,,,1976
1925,,,,,,1976
1926,,,,,,1976
1927,,,,,,1976
1928,,,,,,1976
1929,,,,,,1976
1930,,,,,,1976
1931,,,,,,1976
1932,,,,,,1976
1933,,,,,,1976
1934,,,,,,1976
1935,,,,,,1976
1936,,,,,,1976
1937,,,,,,1976
1938,,,,,,1976
1939,,,,,,1976
1940,,,,,,1976
1941,,,,,,1976
1942,,,,,,1976
1943,,,,,,1976
1944,,,,,,1976
1945,,,,,,1976
1946,,,,,,1976
1947,,,,,,1976
1948,,,,,,1976
1949,,,,,,1976
1950,,,,,,1976
1951,,,,,,1976
1952,,,,,,1976
1953,,,,,,1976
1954,,,,,,1976
1955,,,,,,1976
1956,,,,,,1976
1957,,,,,,1976
1958,,,,,,1976
1959,,,,,,1976
1960,,,,,,1976
1961,,,,,,1976
1962,,,,,,1976
1963,,,,,,1976
1964,,,,,,1976
1965,,,,,,1976
1966,,,,,,1976
1967,,,,,,1976
1968,,,,,,1976
1969,,,,,,1976
1970,,,,,,1976
1971,,,,,,1976
1972,,,,,,1976
1973,,,,,,1976
1974,,,,,,1976
